ViewYN,PoolPrivateYN,CloseDate,ClosePrice,Latitude,Longitude,LivingArea,CountyOrParish,AttachedGarageYN,ParkingTotal,LotSizeAcres,YearBuilt,BathroomsTotalInteger,City,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,FireplaceYN,Stories,LotSizeArea,MainLevelBedrooms,NewConstructionYN,GarageSpaces,PostalCode,LotSizeSquareFeet
,False,2025-02-27,345000.0,37.73702042,-121.43409177,715.0,San Joaquin,False,0.0,0.1148,1946.0,1.0,Tracy,2.0,2025-02-27,2025-02-18,2025-02-14,False,1.0,5000.0,,False,0.0,95376,5000.0
False,,2025-02-13,3003000.0,37.4129023,-122.14006883,1428.0,Santa Clara,True,2.0,0.1993,1953.0,1.0,Palo Alto,2.0,2025-02-13,2025-02-14,2025-02-13,True,1.0,8682.0,,False,2.0,94306,8682.0
True,,2025-02-14,3250000.0,34.100867,-118.378165,3011.0,Los Angeles,,2.0,0.1427,1961.0,4.0,Los Angeles,3.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,6214.0,,False,2.0,90069,6214.0
True,,2025-02-14,1049000.0,36.62673019,-121.83341025,1720.0,Monterey,True,2.0,0.1109,2003.0,3.0,Seaside,3.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,4831.0,,False,2.0,93955,4831.0
,False,2025-02-14,2450000.0,37.55571347,-121.95353028,1957.0,Alameda,True,2.0,0.1607,1967.0,2.0,Fremont,3.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,7000.0,,False,2.0,94539,7000.0
False,,2025-02-14,1900000.0,37.31254004,-121.95840946,1120.0,Santa Clara,True,2.0,0.1822,1955.0,2.0,San Jose,3.0,2025-02-14,2025-02-02,2025-01-24,True,1.0,7935.0,,False,2.0,95117,7935.0
True,False,2025-02-14,1615000.0,33.692988,-117.900602,2696.0,Orange,True,3.0,0.1377,1984.0,3.0,Costa Mesa,4.0,2025-02-14,2025-02-14,2025-02-14,True,2.0,6000.0,0.0,False,3.0,92626,6000.0
,False,2025-02-16,1580000.0,37.50283196,-121.9306341,2163.0,Alameda,True,2.0,0.1793,1979.0,0.0,Fremont,0.0,2025-02-16,2025-02-15,2025-02-14,True,2.0,7812.0,,False,2.0,94539,7812.0
False,False,2025-02-24,1300000.0,32.90614888,-117.09375494,1811.0,San Diego,True,4.0,,1971.0,2.0,San Diego,3.0,2025-02-24,2025-02-10,2025-02-09,False,1.0,,,False,2.0,92131,
True,False,2025-02-14,330000.0,34.357352,-117.623663,882.0,San Bernardino,,0.0,0.1527,1959.0,1.0,Wrightwood,2.0,2025-02-14,2025-02-14,2025-02-13,True,1.0,6650.0,2.0,False,0.0,92397,6650.0
,False,2025-02-16,910000.0,37.90348917,-122.29208198,1628.0,Contra Costa,True,1.0,0.0918,1938.0,2.0,El Cerrito,3.0,2025-02-16,2025-02-15,2025-02-14,True,1.0,4000.0,,False,1.0,94530,4000.0
,False,2025-02-14,1188000.0,37.332261,-121.93981039,806.0,Santa Clara,True,2.0,0.1624,1950.0,1.0,San Jose,2.0,2025-02-14,2025-02-14,2025-02-14,True,1.0,7076.0,,False,2.0,95128,7076.0
True,False,2025-02-14,474000.0,34.836969,-119.15806,2950.0,Kern,,0.0,0.2402,1992.0,3.0,Pine Mountain Club,3.0,2025-02-14,2025-02-14,2025-02-10,True,2.0,10463.0,2.0,False,0.0,93222,10463.0
True,False,2025-02-04,1960215.0,35.163499,-120.684469,1815.0,San Luis Obispo,True,2.0,0.1358,2024.0,3.0,Pismo Beach,3.0,2025-02-04,2024-04-22,2024-04-22,True,2.0,5914.0,2.0,True,2.0,93449,5914.0
False,False,2025-02-14,2400000.0,33.03793217,-117.26666045,2613.0,San Diego,True,4.0,,1978.0,3.0,Encinitas,4.0,2025-02-14,2025-02-14,2024-12-06,False,2.0,,,False,2.0,92024,
False,False,2025-02-21,325000.0,33.909758000000004,-118.225284,490.0,Los Angeles,,0.0,0.1894,1921.0,1.0,Compton,1.0,2025-02-21,2025-02-18,2025-02-14,False,1.0,8251.0,1.0,False,0.0,90222,8251.0
False,False,2025-02-14,1470000.0,34.180923,-118.326658,2073.0,Los Angeles,,2.0,0.1348,1947.0,3.0,Burbank,3.0,2025-02-14,2025-01-26,2024-12-20,True,1.0,5872.0,,False,2.0,91506,5872.0
False,False,2025-02-14,675000.0,33.968807,-118.323455,1119.0,Los Angeles,True,2.0,0.1535,1925.0,1.0,Inglewood,3.0,2025-02-14,2025-02-14,2025-02-12,False,1.0,6688.0,3.0,False,2.0,90305,6688.0
True,False,2025-02-19,1100000.0,33.81169000000001,-117.820685,2020.0,Orange,True,2.0,0.1699,1964.0,2.0,Orange,3.0,2025-02-19,2025-02-13,2025-02-12,True,1.0,7400.0,3.0,False,2.0,92867,7400.0
True,True,2025-02-11,2000000.0,34.149308000000005,-117.758428,4845.0,Los Angeles,True,4.0,0.2413,1997.0,4.0,La Verne,5.0,2025-02-11,2025-02-11,2025-02-11,True,2.0,10512.0,1.0,False,4.0,91750,10512.0
False,False,2025-02-13,1200000.0,34.196152000000005,-118.882178,2383.0,Ventura,,2.0,0.28,1962.0,3.0,Thousand Oaks,4.0,2025-02-13,2025-02-05,2025-02-13,True,1.0,12196.0,,,2.0,91360,12196.0
True,True,2025-02-20,2500000.0,33.686316,-117.931996,2594.0,Orange,False,2.0,0.2211,1962.0,3.0,Costa Mesa,4.0,2025-02-20,2025-02-13,2025-02-13,True,1.0,9632.0,4.0,False,2.0,92626,9632.0
False,,2025-02-13,900000.0,36.82574987,-121.36886686,2790.0,San Benito,True,3.0,0.1366,2023.0,3.0,Hollister,5.0,2025-02-13,2025-02-13,2025-02-13,False,1.0,5951.0,,False,3.0,95023,5951.0
True,True,2025-02-13,1100000.0,33.719837,-116.357829,2936.0,Riverside,True,3.0,0.28,1988.0,3.0,Indian Wells,3.0,2025-02-13,2025-02-13,2025-02-13,True,1.0,12196.0,,False,3.0,92210,12196.0
False,False,2025-02-07,993500.0,32.82687902,-117.18255237,1974.0,San Diego,,1.0,0.1423,1962.0,2.0,San Diego,5.0,2025-02-07,2025-02-07,2025-02-07,False,1.0,6200.0,,False,1.0,92117,6200.0
False,,2025-02-28,3400000.0,37.46334765,-122.2307723,4377.0,San Mateo,False,0.0,0.1886,1927.0,5.0,Redwood City,6.0,2025-02-28,2025-02-25,2025-02-13,False,1.0,8214.0,,False,0.0,94061,8214.0
False,False,2025-02-26,1350000.0,34.139703000000004,-118.094997,1755.0,Los Angeles,False,1.0,0.1847,1953.0,2.0,Pasadena,3.0,2025-02-26,2025-02-21,2025-02-13,True,1.0,8046.0,,,1.0,91107,8046.0
True,False,2025-02-21,550000.0,34.239176,-117.267417,2054.0,San Bernardino,True,6.0,0.2043,1988.0,3.0,Crestline,3.0,2025-02-21,2025-01-24,2024-09-24,True,1.0,8900.0,0.0,False,2.0,92325,8900.0
False,False,2025-02-26,290000.0,37.124447,-120.26323,1511.0,Madera,True,1.0,0.17,1961.0,2.0,Chowchilla,3.0,2025-02-26,2025-02-14,2025-02-13,True,1.0,7405.0,3.0,False,1.0,93610,7405.0
False,False,2025-02-13,4050000.0,33.631947,-117.895514,2634.0,Orange,True,2.0,0.2013,1964.0,3.0,Newport Beach,3.0,2025-02-13,2025-01-11,2025-01-06,True,1.0,8769.0,3.0,False,2.0,92660,8769.0
True,False,2025-02-28,340000.0,37.3453,-120.591412,1047.0,Merced,True,2.0,0.1929,1959.0,1.0,Atwater,2.0,2025-02-28,2025-02-16,2025-02-11,False,1.0,8403.0,2.0,False,2.0,95301,8403.0
,False,2025-02-26,1320000.0,37.52080117,-121.97717761,1097.0,Alameda,True,1.0,0.1522,1962.0,2.0,Fremont,3.0,2025-02-26,2025-02-18,2025-02-13,True,1.0,6630.0,,False,1.0,94538,6630.0
False,False,2025-02-14,600000.0,33.988409000000004,-117.375883,1218.0,Riverside,,0.0,0.19,1911.0,2.0,Riverside,3.0,2025-02-14,2025-02-12,2025-02-12,True,2.0,8276.0,1.0,False,0.0,92501,8276.0
False,,2025-02-18,1188888.0,37.74727668,-122.44754516,1078.0,San Francisco,True,1.0,0.0564,1951.0,1.0,San Francisco,3.0,2025-02-18,2025-02-12,2025-02-12,False,1.0,2456.0,,False,1.0,94131,2456.0
True,True,2025-02-12,5650000.0,33.688186,-116.395686,5553.0,Riverside,True,3.5,0.4847,2007.0,8.0,Palm Desert,4.0,2025-02-12,2025-02-12,2025-02-11,True,1.0,21113.0,,False,3.5,92260,21113.0
True,False,2025-02-11,725000.0,32.758345,-117.033901,1056.0,San Diego,True,2.0,0.1722,1953.0,2.0,La Mesa,3.0,2025-02-11,2025-01-23,2024-10-31,False,1.0,7500.0,,,2.0,91941,7500.0
False,,2025-02-12,1245000.0,36.81316944,-121.35277994,2915.0,San Benito,True,3.0,0.4309,2000.0,3.0,Hollister,4.0,2025-02-12,2025-02-12,2025-02-12,True,1.0,18770.0,,False,3.0,95023,18770.0
False,,2025-02-24,1750000.0,37.34527720000001,-121.79299617,1739.0,Santa Clara,True,2.0,0.1736,1982.0,2.0,San Jose,3.0,2025-02-24,2025-02-17,2025-02-12,True,1.0,7560.0,,False,2.0,95148,7560.0
False,False,2025-02-11,4950000.0,32.81930687,-117.27151636,4544.0,San Diego,True,3.0,0.2112,1947.0,5.0,La Jolla,5.0,2025-02-11,2025-01-13,2025-01-03,False,2.0,9200.0,,False,1.0,92037,9200.0
True,,2025-02-26,1300000.0,37.34006851,-121.86835406,1923.0,Santa Clara,True,2.0,0.1492,2001.0,3.0,San Jose,3.0,2025-02-26,2025-02-20,2025-02-12,False,1.0,6500.0,,False,2.0,95116,6500.0
True,True,2025-02-12,667490.0,33.671385,-116.230476,1847.0,Riverside,True,4.0,0.127,2024.0,2.0,Indio,2.0,2025-02-12,2025-02-12,2025-02-10,False,1.0,5532.0,,False,2.0,92201,5532.0
False,,2025-02-26,1990000.0,37.2790212,-121.90843516,1678.0,Santa Clara,True,2.0,0.1449,1961.0,3.0,San Jose,4.0,2025-02-26,2025-02-20,2025-02-12,True,1.0,6313.0,,False,2.0,95125,6313.0
False,False,2025-02-28,1010000.0,32.822866,-117.200494,1658.0,San Diego,True,2.0,0.1286,1961.0,2.0,San Diego,3.0,2025-02-28,2025-02-16,2025-02-12,False,1.0,5600.0,,,2.0,92117,5600.0
False,,2025-02-26,1385000.0,37.2962396,-121.8181639,1381.0,Santa Clara,True,2.0,0.1405,1970.0,2.0,San Jose,3.0,2025-02-26,2025-02-20,2025-02-11,True,1.0,6120.0,,False,2.0,95121,6120.0
False,True,2025-02-18,435000.0,33.732139000000004,-116.321526,1400.0,Riverside,True,2.0,0.14,1978.0,2.0,Palm Desert,3.0,2025-02-18,2025-02-12,2025-02-11,False,1.0,6098.0,1.0,False,2.0,92211,6098.0
True,False,2025-02-11,1460000.0,34.190019,-118.293376,1534.0,Los Angeles,False,2.0,0.1722,1937.0,2.0,Burbank,4.0,2025-02-11,2025-02-11,2025-02-11,True,1.0,7500.0,3.0,False,2.0,91501,7500.0
True,False,2025-02-11,1190000.0,34.225803000000006,-118.652361,3913.0,Los Angeles,True,4.0,0.322,2005.0,6.0,West Hills,5.0,2025-02-11,2025-02-11,2025-02-10,True,2.0,14025.0,1.0,False,4.0,91304,14025.0
True,False,2025-02-11,1308000.0,33.474614,-117.61758600000002,1629.0,Orange,True,2.0,0.0871,2001.0,3.0,San Clemente,3.0,2025-02-11,2025-01-15,2025-01-15,True,2.0,3793.0,1.0,False,2.0,92673,3793.0
False,False,2025-02-21,1100000.0,34.15996,-118.341117,1396.0,Los Angeles,False,2.0,0.1369,1947.0,2.0,Burbank,4.0,2025-02-21,2025-02-11,2025-01-20,True,1.0,5965.0,1.0,False,2.0,91505,5965.0
False,False,2025-02-10,2425000.0,32.72581105,-117.25024814,3508.0,San Diego,False,6.0,0.1928,1973.0,4.0,San Diego,4.0,2025-02-10,2025-01-26,2025-01-09,False,1.0,8400.0,,False,2.0,92107,8400.0
True,False,2025-02-11,1068811.0,32.77557901,-117.25178157,1152.0,San Diego,,2.0,,1902.0,2.0,San Diego,3.0,2025-02-11,2025-02-11,2025-02-11,True,1.0,,,False,0.0,92109,
False,False,2025-02-11,450000.0,34.053414000000004,-118.088685,1294.0,Los Angeles,True,1.0,0.1851,1947.0,2.0,Rosemead,4.0,2025-02-11,2025-02-11,2025-02-11,False,1.0,8061.0,4.0,False,1.0,91770,8061.0
True,False,2025-02-11,1900000.0,34.135504,-118.411707,2930.0,Los Angeles,True,2.0,0.091,1969.0,3.0,Studio City,3.0,2025-02-11,2024-12-24,2024-06-05,True,2.0,3965.0,0.0,False,2.0,91604,3965.0
False,False,2025-02-10,2000000.0,32.6959303,-117.1805747,1330.0,San Diego,False,3.0,,1944.0,2.0,Coronado,3.0,2025-02-10,2025-01-18,2025-01-14,False,1.0,,,False,1.0,92118,
False,False,2025-02-06,2500000.0,34.114268,-118.259343,2040.0,Los Angeles,,0.0,0.1551,1926.0,2.0,Los Angeles,3.0,2025-02-06,2025-02-06,2025-02-06,True,1.0,6755.0,,False,0.0,90039,6755.0
True,True,2025-02-10,1590000.0,33.600667,-117.738902,1746.0,Orange,True,2.0,0.0976,1994.0,3.0,Aliso Viejo,3.0,2025-02-10,2025-02-03,2025-02-02,True,2.0,4250.0,2.0,False,2.0,92656,4250.0
True,False,2025-02-10,1450000.0,34.110178999999995,-117.618622,3589.0,San Bernardino,True,2.0,0.3788,2000.0,3.0,Rancho Cucamonga,3.0,2025-02-10,2024-12-09,2024-12-09,True,1.0,16500.0,3.0,False,2.0,91730,16500.0
,False,2025-02-27,1825000.0,37.76686405,-122.26267931,1553.0,Alameda,True,2.0,0.1508,1960.0,2.0,Alameda,3.0,2025-02-27,2025-02-18,2025-02-18,True,1.0,6570.0,,False,0.0,94501,6570.0
,False,2025-02-26,660000.0,37.890546,-121.58941625,1992.0,Contra Costa,True,2.0,0.1286,1991.0,3.0,Discovery Bay,3.0,2025-02-26,2025-02-20,2025-02-12,False,2.0,5600.0,,False,2.0,94505,5600.0
True,False,2025-02-02,1925000.0,34.112374,-118.27884,2288.0,Los Angeles,True,2.0,0.1764,1936.0,3.0,Los Angeles,4.0,2025-02-02,2025-02-02,2025-02-02,True,2.0,7685.0,,False,2.0,90027,7685.0
,False,2025-02-10,360000.0,37.778195,-122.2037985,808.0,Alameda,True,1.0,0.0574,1926.0,1.0,Oakland,1.0,2025-02-10,2025-02-10,2025-02-10,True,1.0,2500.0,,False,1.0,94601,2500.0
True,False,2025-02-28,2115000.0,37.8189933,-121.96895471,3020.0,Contra Costa,True,3.0,0.2456,1995.0,3.0,Danville,4.0,2025-02-28,2025-02-18,2025-02-13,True,1.0,10700.0,,False,3.0,94526,10700.0
False,False,2025-02-07,735000.0,33.850072,-118.002644,1087.0,Orange,True,2.0,0.0758,1970.0,2.0,Buena Park,2.0,2025-02-07,2024-11-09,2024-11-09,True,1.0,3300.0,1.0,False,2.0,90620,3300.0
True,False,2025-02-25,815000.0,32.69694489,-117.06118561,1629.0,San Diego,True,4.0,,1979.0,2.0,San Diego,4.0,2025-02-25,2025-02-14,2025-02-10,True,1.0,,,False,2.0,92114,
True,False,2025-02-10,2325000.0,34.052559,-118.39935,1824.0,Los Angeles,,0.0,0.1241,1946.0,3.0,Los Angeles,3.0,2025-02-10,2025-02-07,2025-01-09,True,1.0,5405.0,,False,0.0,90035,5405.0
False,,2025-02-25,4900000.0,34.053455,-118.496889,2616.0,Los Angeles,,2.0,0.193,1954.0,4.0,Los Angeles,4.0,2025-02-25,2025-02-12,2025-03-27,True,1.0,8407.0,,False,2.0,90049,8407.0
False,,2025-02-28,1550000.0,37.57584506,-122.32629626,1430.0,San Mateo,True,2.0,0.1481,1938.0,2.0,San Mateo,3.0,2025-02-28,2025-02-14,2025-02-10,True,1.0,6450.0,,False,2.0,94401,6450.0
False,False,2025-02-28,2550000.0,32.93176607,-117.20414226,2597.0,San Diego,,5.0,,2000.0,3.0,San Diego,4.0,2025-02-28,2025-02-18,2025-02-10,True,2.0,,,False,3.0,92130,
,False,2025-02-27,690000.0,37.96217347,-121.99607844,1207.0,Contra Costa,True,1.0,0.1263,1954.0,2.0,Concord,3.0,2025-02-27,2025-02-19,2025-02-10,True,2.0,5500.0,,False,1.0,94521,5500.0
False,,2025-02-24,4100000.0,37.28832915,-121.79576417,4639.0,Santa Clara,True,3.0,0.2432,2003.0,5.0,San Jose,5.0,2025-02-24,2025-02-20,2025-02-09,True,1.0,10595.0,,False,3.0,95138,10595.0
True,,2025-02-27,7800000.0,37.46453414,-122.21262566,2440.0,San Mateo,False,2.0,1.0003,1940.0,2.0,Atherton,3.0,2025-02-27,2025-02-20,2025-02-09,True,1.0,43575.0,,False,2.0,94027,43575.0
False,False,2025-02-21,855000.0,34.24187,-118.495128,1837.0,Los Angeles,True,2.0,0.1737,1957.0,2.0,Northridge,3.0,2025-02-21,2025-02-17,2025-02-09,True,1.0,7568.0,3.0,False,2.0,91343,7568.0
True,False,2025-02-21,1350000.0,33.917617,-118.374152,1682.0,Los Angeles,True,2.0,0.1181,1950.0,2.0,Hawthorne,4.0,2025-02-21,2025-02-09,2025-02-07,True,1.0,5143.0,4.0,False,2.0,90250,5143.0
True,False,2025-02-09,600000.0,37.17064600000001,-119.778336,2100.0,Madera,True,2.0,6.39,2024.0,3.0,Coarsegold,3.0,2025-02-09,2025-02-02,2025-01-16,False,1.0,6.39,3.0,False,2.0,93644,278348.4
True,False,2025-02-28,585000.0,33.690397,-117.120889,2042.0,Riverside,True,6.0,0.1688,2021.0,2.0,Winchester,3.0,2025-02-28,2025-02-10,2025-02-08,False,1.0,7353.0,3.0,False,2.0,92596,7353.0
,False,2025-02-26,1150000.0,37.34997542,-121.876831,1064.0,Santa Clara,True,2.0,0.1291,1920.0,1.0,San Jose,2.0,2025-02-26,2025-02-11,2025-02-08,True,1.0,5625.0,,False,2.0,95112,5625.0
True,True,2025-02-08,4600000.0,33.519148,-117.717191,5036.0,Orange,True,9.0,0.3702,1971.0,6.0,Laguna Niguel,4.0,2025-02-08,2025-02-08,2025-02-08,True,2.0,16128.0,3.0,False,3.0,92677,16128.0
False,,2025-02-24,7850000.0,37.3804377,-122.16581795,5942.0,Santa Clara,True,3.0,2.68,2004.0,6.0,Los Altos Hills,5.0,2025-02-24,2025-02-08,2025-02-08,True,1.0,116740.0,,False,3.0,94022,116740.0
,False,2025-02-07,2185000.0,37.87145121,-122.13084929,2802.0,Contra Costa,True,3.0,0.5293,1974.0,3.0,Moraga,6.0,2025-02-07,2025-02-07,2025-02-07,True,2.0,23055.0,,False,3.0,94556,23055.0
True,False,2025-02-05,1850000.0,34.241464,-116.960314,4564.0,San Bernardino,,6.0,0.2479,2005.0,4.0,Big Bear,5.0,2025-02-05,2025-02-03,2025-01-09,True,1.0,10800.0,,False,2.0,92315,10800.0
False,False,2025-02-06,2150000.0,33.970946999999995,-118.071568,8200.0,Los Angeles,,0.0,0.3777,1959.0,12.0,Whittier,15.0,2025-02-06,2025-02-06,2025-02-06,False,2.0,16451.0,,False,0.0,90606,16451.0
False,False,2025-02-06,730000.0,33.18489977,-117.24435452,1171.0,San Diego,,4.0,0.2592,1959.0,2.0,Vista,2.0,2025-02-06,2025-02-06,2025-02-06,True,1.0,11292.0,,False,2.0,92081,11292.0
